1|Acceptance||Accept a formal invitation to a social event|Mr. and Mrs. John Doe accept your kind invitation to brunch at the Springfield Country Club on Saturday, the thirty-first of March at 10:30 a.m. Unfortunately, we will have to leave early due to a prior engagement.|Mr. and Mrs. John Doe accept with pleasure your kind invitation to the Springfield Charity Ball Saturday, June sixteenth, at eight o'clock in the evening at the Springfield Country Club.|Ms. Doe gratefully accepts your invitation to the annual Springfield Foundation benefit luncheon on Tuesday, November 20, at 12:30 p.m.<br><br><br><br><br><br>Regrettably, a previous commitment will force my departure before the 2:00 p.m. presentation of awards.|John and Jane Doe are pleased to accept the kind invitation of John and Jane Smith to join them in celebrating the graduation of their daughter, Jane Saturday, the twentieth of June, at 4 o'clock at the Riverside Country Club, 4500 Riverside Drive|Dr. Jane Doe is delighted to accept your gracious invitation to a reception for Dr. Joyce Smith Sunday, February 19, at 8 o'clock p.m. at the University Alumni House.<br><br><br><br><br><br>Mr. John Doe regrets that he will be unable to attend because of another commitment|||||||||||||||||||||||||||
2|Acceptance||Accept a job offer|"I am pleased to accept your offer to join Doe Corporation as a ""marketing representative."" The meeting with your marketing staff convinced me that I will be working with a successful team in a dynamic company, and I look forward to contributing to the team's efforts. As you requested, I have signed and enclosed the contract which details my salary as well as commission bonuses.<br><br><br><br><br><br>I appreciate the literature you sent on the company's retirement and insurance programs. Thanks also for offering to answer questions I may have concerning these benefits, when I report to you for orientation at 8:00 a.m. on Monday, January 3. I appreciate your help in processing the employment papers and look forward to our January meeting."|I am happy to accept the position as computer programmer in your department. The ongoing training program outlined in your letter convinced me that your company offers excellent growth opportunities for its technical staff.<br><br><br><br><br><br>I understand that my salary will begin at $30,000 per year and that my immediate supervisor will consider a salary increase when I demonstrate expertise in an advanced programming language.<br><br><br><br><br><br>The start date of June 1 is acceptable and I look forward to thanking you in person when we meet at 9:00 a.m. in your office on that date.|Thank you for faxing your job offer today. I accept with pleasure the position of Social Worker in the hospital's Department of Social Work at an annual salary of $25,000.<br><br><br><br><br><br>As we discussed during our phone conversation today, I will arrive at the hospital on June 1, at 8 a.m. After completing the required medical examination, I will report to the personnel office for employee orientation.<br><br><br><br><br><br>I look forward to meeting you and other members of the department's staff. Be assured that I am grateful for this opportunity to contribute to the hospital's reputation for outstanding community service.|I am pleased to accept your generous offer of an engineering position at Doe Corporation. I certainly plan to confirm your trust in my abilities by working hard. Doe products are famous for quality and dependability and I will do all I can to sustain that reputation.<br><br><br><br><br><br>As agreed, my starting annual salary will be $45,000 and I will participate fully in the Doe employee benefit package. Please expect me at the Human Resources Department at 9:00 a.m. on September 15. I look forward to my first day of contributing to the success of Doe Corporation.||||||||||||||||||||||||||||
3|Acceptance||Accept a request to serve in an honorary position|I will consider it a great honor to serve as honorary chairperson and to grant permission to your organization to use my name for promotional purposes. Prior commitments, however, dictate that I must participate in name only. Nevertheless, I am immensely interested in your progress and would appreciate you sending me literature for each goal you undertake.<br><br><br><br><br><br>May your endeavors be successful. Our community stands to benefit a great deal as you accomplish each objective.|I am both surprised and excited that your organization selected me to serve as an honorary board member for your project. Because I have long had an interest in your cause, I am eager to lend my support. Since I am currently involved in another movement that consumes my time, I am afraid I will be able to participate on a nominal level only. However, to show my support I would enjoy reviewing your literature and offering some suggestions.<br><br><br><br><br><br>I hope you will meet with every success in your praiseworthy endeavors. Your efforts will benefit many.|Thank you for extending such a compliment to me by inviting me to serve as an honorary member for your fund-raiser. I appreciate the confidence you have shown in me. Prior commitments make it impossible for me to attend personally, but rest assured that you have my full support in your objectives. As an avid supporter of your cause, I hope my modest contribution will help.<br><br><br><br><br><br>I sincerely hope your fund-raising attempts meet with great success. I believe that you will accomplish much good as you realize your goals.|I am flattered that you selected me to serve as the honorary Grand Marshal of the Springfield festival. Because I support the good this event accomplishes for the community, I accept your invitation, with the understanding that my personal involvement will be limited to the event itself. I would also like a contract describing how your organization will use my name in promotional materials.<br><br><br><br><br><br>Our family has always looked forward to the annual Springfield festival and we anticipate another enjoyable occasion this year.||||||||||||||||||||||||||||
4|Acceptance||Accept a resignation|This morning, regretfully, I received your letter of intent to resign from your position as administrative assistant. I accept your resignation and appreciate your giving me sufficient notice in time to find a competent replacement.<br><br><br><br><br><br>In addition to having an exceptional attendance record, an excellent work ethic, and an enviable talent to write well, you have been a loyal friend. Finding someone to fill your shoes will be no easy task. Nevertheless, I wish you all the best in your future endeavors. You deserve it.|We are genuinely sorry to receive your letter of resignation informing us of your departure on June 5. We will miss you very much. We have enjoyed working with you and have come to depend on your competent assistance. Good designers are hard to find, so keep us in mind if your new position does not turn out as you expect.|I am sorry to hear that you are leaving the company. I understand that your last day is Friday, November 5. The departure of an excellent employee is always a bittersweet event. You will be missed, but we all hope the best for you. Your contributions to product development, particularly to the M105 engine, were superlative. I wish you continued success in your new job. Please keep in touch.|I was surprised to learn you were leaving. The art department will not be the same without you. It is with mixed feelings that I accept your resignation.<br><br><br><br><br><br>Your positive contributions to the dynamics of this department will be greatly missed. You certainly deserve the new position. It will allow you to use your potential.<br><br><br><br><br><br>On behalf of all of us, I wish you every success at Doe Design.||||||||||||||||||||||||||||
5|Acceptance||Accept an honor|Your letter informing me that I will receive the Community Service award has simply overwhelmed me. It is with deep gratitude that I accept the honor. As your letter indicated, Jane and I will be present at the Springfield ballroom on May 2, at 8:00 p.m. I will prepare a short biography for you to draw from for your introduction and mail it to you within the week. I would also like to come prepared with handouts encouraging other Springfield residents to get involved. Again, I am sincerely honored by this recognition and look forward to May 2.|It was a sobering moment when I learned you were giving me the award for youth leadership. I have wanted very much to help the young people of our community, and this award suggests that perhaps I have succeeded in some measure. I sincerely hope that is the case. Although we feel a little self-conscious about the attention we are receiving, Jane and I will be delighted to join you at the annual banquet on Friday, June 30, and I will be happy to respond with a brief acceptance speech. I have enclosed the recent photograph that you requested. It is difficult for me to express how much your thoughtfulness means to me. Thank you, again.|"What a wonderful surprise this is. I am humbled to be named ""Teacher of the Year."" My family is surprised. My in-laws are incredulous. We will all be at the awards banquet on May 21, to see if it is true. I have enclosed the photo and brief biography that you requested. Perhaps it needs editing. Thanks again for the honor."|Mr. Doe and I are most honored to have our composition chosen as Best of Festival in Springfield's Music Spring festival. We would be delighted to perform a recital at the awards picnic on Saturday at the city park gazebo stage.<br><br><br><br><br><br>Per your request, we have included brief biographical sketches of our lives and our work for the program. Composing has been so rewarding as an end in itself, that we never entertained the possibility of being publicly honored. What a thrill for us!||||||||||||||||||||||||||||
6|Acceptance||Accept an informal invitation to a social event|Thank you so much for inviting us to attend the awards banquet for your daughter. As her godfather and godmother, we are thrilled to be included in such a happy event and plan to meet you in the school auditorium the evening of May 10th at seven o'clock.<br><br><br><br><br><br>Participating with you in events which honor Jane for her outstanding achievements has always been a high point for us. We look forward to the evening's events.|I would like very much to accompany you to the dance on Friday, May 15, at 7:00 p.m. Everyone is excited about this event and I have hoped for an opportunity to be part of the festivities. Thank you for the invitation. I look forward to the evening.|I had forgotten how close we were to Halloween. I'll have to rush to have my costume done by 7:00 p.m. Friday night. Your parties are always so much fun.|We're very pleased to receive an invitation to your dinner party Friday at 7:30 p.m. Please let us know if we might bring something. Jane and I always enjoy being in your home. We are looking forward to it!||||||||||||||||||||||||||||
7|Acceptance||Accept an invitation to a business appointment|Speaking with you and your staff will be a tremendous opportunity for me to present our product line. I sincerely thank you for extending this offer and expect to meet with you, as requested in your invitation, on Friday, May 9, at 3:00 p.m. in your conference room.<br><br><br><br><br><br>I think you will find that our expanded line will give your clientele a much larger selection of outdoor clothing than they have had in the past. I look forward to this meeting and expect a long and rewarding association to follow.|I am very pleased to accept your invitation to meet with your marketing team. To confirm the details, I will meet you in the lobby of the Springfield Hotel at 9:45 a.m., September 21. We have much to discuss. See you then.|I am pleased we will be able to discuss the management plan. I will meet you at the Doe Library at 12:00 p.m. Thursday.<br><br><br><br><br><br>I believe this meeting will help us speed up the project.|Thank you so much for making time for an appointment with me at 2:00 p.m. on Thursday, June 4. After talking on the phone so many times, it will be a pleasure to meet you and have the opportunity to talk face to face.<br><br><br><br><br><br>Doe's Office Supply has a new line of products that I believe will be very helpful to your growing company. I look forward to showing them to you and demonstrating how they can meet your company's needs. I will see you next Thursday in your office.||||||||||||||||||||||||||||
8|Acceptance||Accept an invitation to an event|Thank you for your kind invitation to John and Jane's engagement party on Friday, January 16 at 6:30 p.m. My wife and I will be happy to attend and eagerly look forward to helping you celebrate this happy occasion.|Thank you for inviting us to be part of Jane's graduation celebration. We're eager to see you all again. This event will make seeing you even more special.<br><br><br><br><br><br>We'll be arriving Thursday at 7:00 p.m. on flight 401. Thank you for offering to pick us up and getting us a room at the Doe Inn. You seem to think of everything.<br><br><br><br><br><br>We look forward to spending this time with you and getting better acquainted with Jane and her husband.|John and I were delighted to receive the invitation to your barbecue. We accept and are looking forward to the event. I've misplaced the invitation, but as I recall, the barbecue is on Thursday, June 15, at 6:30. Please let me know if I am mistaken. We look forward to another great evening with you.|I was pleased that you would invite me to attend Jane's retirement party. I appreciate your kind offer to pick me up at home, but I will already be in Springfield that day and plan to drive to the party myself.<br><br><br><br><br><br>I appreciate your thinking of me, and I look forward to seeing old friends again.||||||||||||||||||||||||||||
9|Acceptance||Accept an invitation to speak or perform|I am pleased to accept your invitation to speak to the Finlandia Foundation in Springfield. I am honored that you would think of me.<br><br><br><br><br><br>You mentioned two possible topics, the Winter War of 1939 or the Civil War of 1917. I think a discussion of the Winter War would be most appropriate since two recent movies have depicted that period of Finnish history in contradictory ways.<br><br><br><br><br><br>My wife and I will drive to Springfield on December 4 to visit with colleagues at the university before the Foundation's meeting at 7:00 p.m. on December 5. We will be at the Doe Hall by 6:30 that evening. Other than a microphone, I will only need an overhead projector to show some data. However, it would be helpful to know how informed the audience will be on the topic, and whether there will be many Finns with family experiences from that time?<br><br><br><br><br><br>Thank you for your offer of hotel accommodations, but we have family members in Springfield who we haven't seen for some time. They have offered to put us up for a few days. Again, thank you for the invitation to speak. I look forward to meeting with the Foundation.|I am happy to accept your invitation to speak at your conference on Tuesday, May 16 at 10:00 p.m. at the Doe Center in Springfield.<br><br><br><br><br><br>For my presentation, I will need a television, a VCR, an overhead projector, a chalk board, and a podium with a microphone. Also, I hope you can send me some information on my audience's general educational background and professional experience, so I can put together the appropriate technical material.<br><br><br><br><br><br>I am presently making travel arrangements and tentatively plan to arrive on Monday, May 15. You can expect my call sometime next week to confirm my travel itinerary and to make arrangements for reimbursement. I look forward to the conference.|I simply cannot pass up your exciting invitation to speak at this year's Women's Conference. As you suggested in your letter, I will meet you in the conference hall on Monday, May 9 at 1:00 p.m.<br><br><br><br><br><br>My enthusiasm for the subject of psychological well-being continues to grow. I plan to discuss some steps women can take to increase their self-esteem and which character traits they should look for in a prospective spouse to increase the possibility of having a fulfilling relationship. Since I plan to use overhead transparencies and a video segment in my presentation, I would appreciate it if you could provide me with an overhead projector, a VCR, and a large-screen television monitor.<br><br><br><br><br><br>I appreciate this opportunity and gratefully accept your generous offer of a $500 honorarium.|"I accept with pleasure your invitation to speak at the Springfield Conference on Friday, May 2, at 3:00 p.m. The title of my discussion will be ""User Interface Advancements,"" and I will limit my comments to twenty minutes. My needs are modest, but I would appreciate a parking voucher and a tall glass of water. Thank you for your kind invitation. I look forward to a brisk exchange of ideas at the conference."|Thank you for inviting me to be your keynote speaker at the Springfield Literature Club on May 17, at 7:30 p.m. I understand that your group will meet at the Springfield Hotel on Main Street.<br><br><br><br><br><br>For my presentation, I will require a slide projector and screen, a microphone, and a bar stool, since my back condition forces me to sit. According to my information, your members are first-time readers of Animal Farm, so I will discuss the author's background, the setting of the book, and its thematic interpretations. Please let me know if this is agreeable. My fee is $350. I look forward to the meeting.|||||||||||||||||||||||||||
10|Acceptance||Accept and express appreciation for a suggestion|"Thank you very much for the ""customer helper"" idea. As head of our sales department, I will immediately implement your suggestion of assigning a sales representative to customers planning home improvement. We are sure our customers will appreciate this additional service.<br><br><br><br><br><br>When you next return to your neighborhood store, an employee will greet you, review your home improvement needs, and assign a knowledgeable salesperson to you. As you are aware, our policy is to please our customers, and we appreciate ideas like yours that help us to serve our customers in a more efficient manner.<br><br><br><br><br><br>As our stores continue to profit, we know that the store managers will also be grateful for customers like you who help them improve their service."|"Thank you for your suggesting that we maintain ""nonsmoking floors"" in our hotels. You were correct in noting that our policy, until now, has been to provide both smoking and nonsmoking rooms on each floor of our hotels.<br><br><br><br><br><br>Our management has looked into this policy and decided on a change. You will be glad to hear that we have agreed to implement your suggestion by maintaining smoke-free zones in each of our hotels.<br><br><br><br><br><br>We certainly thank you for your timely suggestion. Since our guests' safety and comfort are our main concern, you can be certain that we appreciate comments like yours that help us achieve this goal."|Every once in a while an especially interesting and cost-saving idea comes across my desk. Such is the case with your suggestion that we provide demonstrations in our stores' produce departments.<br><br><br><br><br><br>You are right in suggesting that we may reduce store losses and increase customer satisfaction if we show customers how to choose fruits and vegetables for their particular needs. Our management has decided to implement your idea by providing weekly demonstrations in each store's produce department.<br><br><br><br><br><br>My office is grateful for every employee suggestion that we receive. We consider every idea and some, like yours, become part of how we do business.|I want you to know how much we appreciate your suggestion to incorporate an electronic scheduling system. We discussed your proposal at our last staff meeting and decided to implement it next month. Without question, such a software system will save the company both time and money. Keep up the good work. Doe Corporation is successful because of thoughtful employees like you.||||||||||||||||||||||||||||
