592|GRAMMAR LESSON|English for Life|Grammar|30|-ed/-ing adjectives|b2d4b1ae4fb6fe72e6d0e46813a514c6|https://www.linguahouse.com|/esl-lesson-plans/general-english/ed-ing-adjectives|https://www.linguahouse.com/esl-lesson-plans/general-english/ed-ing-adjectives|ed-ing-adjectives|Intermediate|In this grammar and vocabulary lesson, students learn the difference between -ed and -ing adjectives, and practise how to use them.|||||||||||||||||||||||||
1|-|English for Business|English for Business|30|A cashless society|408768a9bf9ddee8d4d249f4ef992cd5|https://www.linguahouse.com|/esl-lesson-plans/business-english/a-cashless-society|https://www.linguahouse.com/esl-lesson-plans/business-english/a-cashless-society|a-cashless-society|Upper-intermediate (advanced)|In this lesson, students read about the benefits and drawbacks of living in a society where cash is no longer used for paying. The worksheet focuses on reading, vocabulary and speaking.|X|X|||money and finance|-|-|-|||||||||||||||||
161|-|English for Life|English for Life|60|A changing world|6f3d5ef54acd435dd78c2007c8f862dd|https://www.linguahouse.com|/esl-lesson-plans/general-english/a-changing-world|https://www.linguahouse.com/esl-lesson-plans/general-english/a-changing-world|a-changing-world|Upper-intermediate (advanced)|The lesson is based on an article about a Polish railway worker who regained consciousness after 19 years in a coma to discover how much his country had changed since the time of his accident in 1988. Vocabulary related to health and politics is studied, and there is a review of the past and present tenses used when giving biographical information about someone. At the end of the lesson, students talk about changes in their own countries’ recent history.|||||||||||||||||||||||||
162|-|English for Life|English for Life|45|A city break|c2837215940a0b07f3e8613871eef0f5|https://www.linguahouse.com|/esl-lesson-plans/general-english/a-city-break|https://www.linguahouse.com/esl-lesson-plans/general-english/a-city-break|a-city-break|Elementary|In this lesson, students&nbsp;learn and practice vocabulary to talk about a city break. Exercises cover places to go, what to pack and how to get around a city. There is a also a grammar activity on <b>there was/there were,</b>&nbsp;in which students complete a conversation in a messaging app.&nbsp;|||||||||||||||||||||||||
579|TED TALK|English for Business|TED Talk|45|A continuous journey|2b1f7a664b8f779ab6ec722ecb572fff|https://www.linguahouse.com|/esl-lesson-plans/business-english/a-continuous-journey|https://www.linguahouse.com/esl-lesson-plans/business-english/a-continuous-journey|a-continuous-journey|Upper-intermediate (advanced)||X||X||business people|money and finance|-|-|||||||||||||||||
163|-|English for Life|English for Life|45|A day out|149e44c70123d9cf116ae716c3b84d41|https://www.linguahouse.com|/esl-lesson-plans/general-english/a-day-out|https://www.linguahouse.com/esl-lesson-plans/general-english/a-day-out|a-day-out|Pre-intermediate|This lesson presents a range of vocabulary designed to help students talk about activities they might do on a free day, including visting an adventure park, exhibition, art gallery, etc. The lesson includes a dialogue between an art gallery visitor and a ticket seller.|||||||||||||||||||||||||
164|-|English for Life|English for Life|30|A healthy diet|06b78ce176e42564f9db54db57b744a6|https://www.linguahouse.com|/esl-lesson-plans/general-english/a-healthy-diet|https://www.linguahouse.com/esl-lesson-plans/general-english/a-healthy-diet|a-healthy-diet|Upper-intermediate (advanced)|In this lesson, students read an article about the health benefits of the Mediterranean diet. The worksheet focuses on vocabulary, reading comprehension and speaking.|||||||||||||||||||||||||
165|-|English for Life|English for Life|45|A lucky find|1c46ded9e29cc3db47beefdf5b93291d|https://www.linguahouse.com|/esl-lesson-plans/general-english/a-lucky-find|https://www.linguahouse.com/esl-lesson-plans/general-english/a-lucky-find|a-lucky-find|Upper-intermediate (advanced)|This lesson plan is based on an article about an unemployed American man who found a signed Picasso print at a thrift store. The lesson features an activity on phrasal verbs.|||||||||||||||||||||||||
166|-|English for Life|English for Life|45|A New Year’s resolution|76427a00d35edc5fe9f3fa4ffd26a5eb|https://www.linguahouse.com|/esl-lesson-plans/general-english/a-new-years-resolution|https://www.linguahouse.com/esl-lesson-plans/general-english/a-new-years-resolution|a-new-years-resolution|Mixed levels|In this New Year's lesson plan, students read about the negative impact of excessive drinking and smoking. The worksheet focuses on vocabulary, reading comprehension and speaking.|||||||||||||||||||||||||
167|-|English for Life|English for Life|45|A night out|2afe0a657be9b95f66501d40a076b69e|https://www.linguahouse.com|/esl-lesson-plans/general-english/a-night-out|https://www.linguahouse.com/esl-lesson-plans/general-english/a-night-out|a-night-out|Elementary|In this lesson plan, students learn words and phrases connected with nights out. There are exercises on places to go, what to wear, and questions to ask people about a night out.&nbsp;The lesson finishes with a dialogue with two girls chatting on a night out.|||||||||||||||||||||||||
168|-|English for Life|English for Life|30|A restaurant (IELTS Speaking Part 2)|95307f0c1a617cffa5cb01e1340dbdb1|https://www.linguahouse.com|/esl-lesson-plans/general-english/a-restaurant-ielts-speaking-part-2|https://www.linguahouse.com/esl-lesson-plans/general-english/a-restaurant-ielts-speaking-part-2|a-restaurant-ielts-speaking-part-2|Intermediate|This lesson plan is designed to prepare IELTS candidates to talk about restaurant in Part 2 of the IELTS Speaking test.|||||||||||||||||||||||||
169|-|English for Life|English for Life|45|A room with a view|47f54cb7dc8cd043adc308e27ee3d8fe|https://www.linguahouse.com|/esl-lesson-plans/general-english/a-room-with-a-view|https://www.linguahouse.com/esl-lesson-plans/general-english/a-room-with-a-view|a-room-with-a-view|Intermediate|In this article-based worksheet, students read about how windows can affect the wellbeing of eldery people. Activities focus on reading comprehension and vocabulary (including phrasal verbs). The lesson rounds off with a speaking activity in which students create stories about people they observe through a window.|||||||||||||||||||||||||
